premium,name,has_test,response_letter_required,department_id,department_name,area_id,area_name,salary_from,salary_to,salary_currency,salary_gross,type_id,employer_name,schedule_id,experience_id,employment_id,is_address,is_insider_interview,salary_from_rub,salary_to_rub,"(False, 'salary_from_rub')","(False, 'salary_to_rub')"
False,Специалист по работе с данными (Excel) / Аналитик баз данных,False,False,,,1,Москва,170000.0,170000.0,RUR,True,open,ЦУГАМ,fullDay,between1And3,full,True,False,170000.0,170000.0,170000.0,170000.0
False,Data Analyst,False,False,,,2,Санкт-Петербург,60000.0,80000.0,RUR,False,open,LoyaltyPlant,flexible,noExperience,full,False,False,60000.0,80000.0,60000.0,80000.0
False,"Аналитик по обработке данных (удалённо, проект на 3 месяца)",False,False,,,1,Москва,80000.0,80000.0,RUR,True,open,ЛУКОЙЛ,remote,noExperience,full,False,False,80000.0,80000.0,80000.0,80000.0
False,Специалист по разметке данных для машинного обучения,False,False,,,2,Санкт-Петербург,25000.0,,RUR,False,open,Корда Групп,remote,noExperience,full,True,False,25000.0,,25000.0,
False,Младший аналитик данных,False,False,,,1,Москва,,,,,open,Ростелеком - Центры обработки данных,fullDay,noExperience,full,True,False,,,,
False,Разработчик нейросетевых алгоритмов / Data Scientist,False,False,,,1,Москва,70000.0,200000.0,RUR,True,open,Федеральное автономное учреждение Государственный Научно-Исследовательский Институт Авиационных Систем,fullDay,noExperience,full,True,False,70000.0,200000.0,70000.0,200000.0
False,AI / ML специалист (стажёр),False,False,,,1,Москва,100000.0,,RUR,False,open,REVO Capital LLC,fullDay,noExperience,probation,False,False,100000.0,,100000.0,
False,Data Scientist (junior),False,False,,,66,Нижний Новгород,,,,,open,1221Системс,flexible,noExperience,full,True,False,,,,
False,Менеджер по работе с AI (искусственный интеллект),True,False,,,1,Москва,90000.0,,RUR,False,open,Контакт Перфоманс,fullDay,between1And3,full,False,False,90000.0,,90000.0,
False,Аналитик данных (IT-компания),False,False,,,1,Москва,55000.0,70000.0,RUR,False,open,DSM Group,fullDay,noExperience,full,True,False,55000.0,70000.0,55000.0,70000.0
False,Junior Data Scientist/ML Engineer,True,False,,,2,Санкт-Петербург,,,,,open,BestDoctor,fullDay,between1And3,full,False,False,,,,
False,Junior Data Scientist/ML Engineer,True,False,,,1,Москва,,,,,open,BestDoctor,fullDay,between1And3,full,False,False,,,,
False,Junior Data Scientist,False,False,,,4,Новосибирск,70000.0,100000.0,RUR,False,open,Рекрутинговое агентство The One,remote,noExperience,full,True,False,70000.0,100000.0,70000.0,100000.0
False,Аналитик данных,False,True,,,1,Москва,50000.0,80000.0,RUR,False,open,Премиум Импорт,remote,noExperience,full,True,False,50000.0,80000.0,50000.0,80000.0
False,Data Engineer (удаленно),False,False,,,1,Москва,,,,,open,Digex Co,fullDay,between1And3,full,False,False,,,,
False,Аналитик данных,False,False,,,1,Москва,87000.0,96000.0,RUR,False,open,Coleman Group,fullDay,noExperience,full,True,False,87000.0,96000.0,87000.0,96000.0
False,"Product Manager (HR Tech, AI)",False,False,,,2,Санкт-Петербург,700000.0,,RUR,False,open,Афонина Анна Георгиевна,remote,between1And3,full,False,False,700000.0,,700000.0,
False,Аналитик данных,False,False,,,1,Москва,120000.0,,RUR,False,open,Акира Оил,remote,between1And3,full,False,False,120000.0,,120000.0,
False,Аналитик качества данных,False,False,,,1,Москва,60000.0,100000.0,RUR,True,open,1СЕО,remote,between1And3,full,False,False,60000.0,100000.0,60000.0,100000.0
False,Data Analyst,False,False,,,1,Москва,,,,,open,Кофемания,flexible,between1And3,full,True,False,,,,
False,Разработчик ML,False,False,,,1,Москва,,,,,open,МГТС,fullDay,between1And3,full,True,False,,,,
False,Аналитик данных,False,False,,,3,Екатеринбург,,,,,open,МЕТКОМБАНК,fullDay,noExperience,full,True,False,,,,
False,Data Analyst (Стажёр),False,False,mgfn-3127-it,"МегаФон, IT",1,Москва,,,,,open,МегаФон,fullDay,noExperience,probation,True,False,,,,
False,Специалист по искусственному интеллекту / нейросетям / AI / ChatGPT,False,False,,,2,Санкт-Петербург,100000.0,,RUR,False,open,Анемоне,flexible,between1And3,full,True,False,100000.0,,100000.0,
False,Аналитик данных (стажер),True,False,,,2,Санкт-Петербург,,,,,open,Lesta Games,fullDay,noExperience,probation,True,False,,,,
False,Эксперт (инженер-электрик) по ведению базы данных оборудования системы ТОРО,False,False,,,1,Москва,214965.0,214965.0,RUR,False,open,Интер РАО - Цифровые решения,fullDay,between1And3,full,True,False,214965.0,214965.0,214965.0,214965.0
False,Data scientist,False,False,,,1,Москва,,,,,open,Brandquad,remote,between1And3,full,True,False,,,,
False,AI-редактор,False,False,,,1,Москва,80000.0,,RUR,False,open,Контентим,remote,between1And3,full,False,False,80000.0,,80000.0,
False,Аналитик данных,True,False,,,1,Москва,,,,,open,Bonduelle,fullDay,between1And3,full,True,False,,,,
False,Специалист по искусственному интеллекту / нейросетям / AI / ChatGPT,False,False,,,2,Санкт-Петербург,100000.0,,RUR,True,open,Российская Стекольная Компания,fullDay,between1And3,full,False,False,100000.0,,100000.0,
False,Аналитик базы данных,False,False,,,1,Москва,,,,,open,Аналитический центр при Правительстве Российской Федерации,fullDay,between1And3,full,True,False,,,,
False,Аналитик данных (Data analyst),False,False,,,2,Санкт-Петербург,,150000.0,RUR,False,open,Ситимобил ООО Транс-Миссия,fullDay,between1And3,full,True,False,,150000.0,,150000.0
False,Аналитик Данных\Data Analyst,False,False,,,1,Москва,,,,,open,MASTERDATA,fullDay,between1And3,full,False,False,,,,
False,"Главный специалист (сбор, анализ и контроль качества данных) / Аналитик данных",False,False,,,2,Санкт-Петербург,,,,,open,Газпром,fullDay,between3And6,full,False,False,,,,
False,Data Engineer/Дата инженер (стажер),False,False,,,2,Санкт-Петербург,70000.0,80000.0,RUR,True,open,Aston,remote,noExperience,probation,False,False,70000.0,80000.0,70000.0,80000.0
False,Аналитик данных,False,False,,,1,Москва,100000.0,150000.0,RUR,False,open,Ресурсный центр Департамента здравоохранения города Москвы,fullDay,between1And3,full,True,False,100000.0,150000.0,100000.0,150000.0
False,Дежурный инженер ЦОД (Центра обработки данных),False,False,,,1,Москва,80000.0,100000.0,RUR,False,open,Филанко,fullDay,between1And3,full,False,False,80000.0,100000.0,80000.0,100000.0
False,Аналитик данных,False,False,,,3,Екатеринбург,,,,,open,Ceramic3d,fullDay,between1And3,full,True,False,,,,
False,Data-инженер,False,False,,,1,Москва,,,,,open,LADA Цифра,fullDay,between1And3,full,False,False,,,,
False,Аналитик-исследователь,False,False,,,1,Москва,,,,,open,ГБУ Агентство инноваций Москвы,fullDay,between1And3,full,True,False,,,,
False,Аналитик Данных / Data Analyst,False,False,,,2,Санкт-Петербург,,140000.0,RUR,True,open,Электромобили Мануфэкчуринг Рус,fullDay,between1And3,full,True,False,,140000.0,,140000.0
False,2D AI-ARTIST (GameDev),False,False,,,2,Санкт-Петербург,,,,,open,Pride Games Studio,fullDay,between1And3,full,False,False,,,,
False,ML-разработчик,False,False,,,1,Москва,,380000.0,RUR,False,open,Точка,remote,between1And3,full,False,False,,380000.0,,380000.0
False,Junior Data Analyst,False,False,,,1,Москва,,,,,open,GGSel (ИП Николаев Дмитрий Николаевич),fullDay,between1And3,full,False,False,,,,
False,Аналитик данных/стажер,False,False,,,104,Челябинск,,,,,open,Everypixel group,remote,noExperience,probation,False,False,,,,
False,Начинающий специалист по работе с нейросетям,False,False,,,2,Санкт-Петербург,55000.0,,RUR,False,open,Фотостудия сюжетная линия,fullDay,between1And3,full,True,False,55000.0,,55000.0,
False,Аналитик данных (стажёр),False,False,,,1,Москва,,,,,open,РТЛабс,fullDay,noExperience,full,True,False,,,,
False,Аналитик данных (Специалист 1 категории),False,False,,,1642,Нижнекамск,,,,,open,Ай-Пласт,fullDay,between1And3,full,True,False,,,,
False,Data analyst,False,False,,,2,Санкт-Петербург,300000.0,350000.0,RUR,True,open,АйТиКвик,remote,noExperience,full,False,False,300000.0,350000.0,300000.0,350000.0
False,Junior Machine Learning Engineer,False,False,,,76,Ростов-на-Дону,,150000.0,RUR,True,open,ГРУППА МЕГАПОЛИС,remote,between1And3,full,False,False,,150000.0,,150000.0
False,Data Scientist / Аналитик Данных middle (удаленно),False,False,,,1,Москва,120000.0,220000.0,RUR,False,open,Лепёхина Лилия Миниахматовна,remote,between1And3,full,False,False,120000.0,220000.0,120000.0,220000.0
False,Аналитик данных с релокацией,False,False,,,53,Краснодар,2500.0,3000.0,USD,False,open,Сила Народа,fullDay,between1And3,full,True,False,,,2500.0,3000.0
False,Аналитик данных / Data Analyst,False,False,,,1,Москва,150000.0,200000.0,RUR,False,open,Carely,remote,between1And3,full,False,False,150000.0,200000.0,150000.0,200000.0
False,Аналитик данных (Data science),False,False,,,1,Москва,80000.0,100000.0,RUR,False,open,ГБУ Мосстройинформ,fullDay,noExperience,full,True,False,80000.0,100000.0,80000.0,100000.0
False,Junior Analyst / Младший аналитик данных,False,True,,,1,Москва,,,,,open,Go Ahead,fullDay,between1And3,full,True,False,,,,
False,Младший Data-инженер,False,False,,,1,Москва,103000.0,,RUR,False,open,АНО Университет Национальной Технологической Инициативы 2035,remote,between1And3,full,True,False,103000.0,,103000.0,
False,Аналитик данных,False,False,,,1,Москва,180000.0,,RUR,False,open,Эстилаб Рус,fullDay,between1And3,full,True,False,180000.0,,180000.0,
False,Intern (Machine Learning),False,False,,,1,Москва,,,,,open,Aramco Innovations,flexible,noExperience,probation,False,False,,,,
False,Инженер по машинному обучению,False,False,,,1,Москва,,,,,open,Делимобиль,fullDay,between1And3,full,True,False,,,,
False,Стажер в юридический департамент (MTS AI),False,False,mts-3776-main,«МТС» ,1,Москва,,,,,open,МТС,flexible,noExperience,probation,True,False,,,,
False,"Разработчик операций AI, Python/React (Удаленно) для меняющих профессию на разработчика",False,False,,,1,Москва,,,,,open,LATOKEN,remote,noExperience,full,False,False,,,,
False,Аналитик данных,False,False,,,3,Екатеринбург,60000.0,60000.0,RUR,False,open,ЦЕНТРОФИНАНС,remote,between1And3,full,False,False,60000.0,60000.0,60000.0,60000.0
False,ML-разработчик,False,False,,,1,Москва,,,,,open,НСК,fullDay,between1And3,full,True,False,,,,
False,BI-аналитик/Аналитик данных,False,False,,,79,Саратов,90000.0,,RUR,True,open,CHECKINSIGHT,remote,between1And3,full,False,False,90000.0,,90000.0,
False,Junior аналитик данных,True,False,,,1,Москва,,,,,open,Московская Биржа,fullDay,between1And3,full,True,False,,,,
False,Аналитик данных,False,False,,,2,Санкт-Петербург,80000.0,100000.0,RUR,False,open,Lasmart,fullDay,between1And3,full,True,False,80000.0,100000.0,80000.0,100000.0
False,Специалист по нейросетям / AI Manager,False,False,,,1,Москва,,,,,open,Media Direction Group,fullDay,between1And3,full,True,False,,,,
False,Стажер Аналитик данных (Группа аналитики данных),True,False,,,2,Санкт-Петербург,,30000.0,RUR,True,open,ЦРПТ (Центр развития перспективных технологий),fullDay,noExperience,probation,False,False,,30000.0,,30000.0
False,Junior Data Scientist,False,False,,,1,Москва,,,,,open,B2B-Center,fullDay,noExperience,full,True,False,,,,
False,Разметчик данных на проекты ИИ (AI/ML/CV),False,False,,,1,Москва,,,,,open,Цифровые Сервисы,remote,between1And3,full,False,False,,,,
False,Аналитик данных,False,False,ozonru-2180-express,Ozon fresh,2,Санкт-Петербург,,,,,open,Ozon,remote,between1And3,full,False,False,,,,
False,ML Инженер Python Junior,False,True,,,54,Красноярск,,,,,open,Kozhin Development,fullDay,between1And3,full,True,False,,,,
False,Аналитик баз данных,False,False,,,1,Москва,,200000.0,RUR,True,open,PeptidPro,fullDay,between1And3,full,True,False,,200000.0,,200000.0
False,Аналитик данных,False,False,,,102,Хабаровск,70000.0,,RUR,False,open,Компания Арсенал,fullDay,between1And3,full,True,False,70000.0,,70000.0,
False,Помощник по аналитике данных,False,False,,,78,Самара,60000.0,,RUR,False,open,Омниканальный Помощник,remote,between1And3,full,False,False,60000.0,,60000.0,
False,Аналитик данных,False,False,ozonru-2180-express,Ozon fresh,1,Москва,,,,,open,Ozon,remote,between1And3,full,True,False,,,,
False,ML engineer,False,False,1449-1449-media,СТС Медиа,1,Москва,,,,,open,Медиа Бизнес Солюшенс,fullDay,between1And3,full,True,False,,,,
False,Аналитик качества данных,False,False,4649269-4649269-innoteh,ГК Иннотех | Финтех (Иннотех),1,Москва,,,,,open,Т1,fullDay,between3And6,full,False,False,,,,
False,Аналитик (инженер данных),False,False,,,2,Санкт-Петербург,,65000.0,RUR,False,open,СПб ГКУ Центр Архивных Документов,fullDay,between1And3,full,True,False,,65000.0,,65000.0
False,Аналитик данных / Data Analyst,False,False,,,1,Москва,,,,,open,Квиллис,fullDay,between1And3,full,True,False,,,,
False,"Удаленный стажер продуктолог/product manager/product analyst (machine learning, ai)",False,False,,,1,Москва,,,,,open,MindSet,remote,noExperience,probation,False,False,,,,
False,Аналитик-исследователь / Researcher,False,False,,,1,Москва,60000.0,90000.0,RUR,False,open,Proscom,remote,between1And3,full,False,False,60000.0,90000.0,60000.0,90000.0
False,ML инженер,False,False,,,1,Москва,,,,,open,Drivee,remote,between1And3,full,False,False,,,,
False,Junior Data engineer (Дата инженер),False,False,,,1,Москва,,,,,open,Тим,remote,noExperience,full,True,False,,,,
False,Промпт инженер / специалист по работе с нейросетью,False,True,,,1,Москва,,50000.0,RUR,False,open,Центр компетенций Умный город,remote,between1And3,part,False,False,,50000.0,,50000.0
False,"No-code developer junior/middle в студию США (ML, full stack, python, go, javascript)",False,False,,,1,Москва,50000.0,100000.0,RUR,True,open,Hi no code,remote,between1And3,full,False,False,50000.0,100000.0,50000.0,100000.0
False,Data scientist,False,False,,,76,Ростов-на-Дону,,,,,open,Новые Технологии,remote,between1And3,full,False,False,,,,
False,Аналитик данных,False,False,,,2,Санкт-Петербург,,,,,open,Advisability,fullDay,between1And3,full,False,False,,,,
False,Аналитик данных,False,False,,,58,Липецк,100000.0,,RUR,False,open,МедСофт,fullDay,between3And6,full,True,False,100000.0,,100000.0,
False,Аналитик данных BI,False,False,,,1,Москва,,218400.0,RUR,True,open,"Бристоль, сеть магазинов",fullDay,between1And3,full,True,False,,218400.0,,218400.0
False,"Дежурный инженер центра обработки данных (ЦОД), Север/Восток",False,False,,,1,Москва,90000.0,152000.0,RUR,True,open,Единая Сеть,shift,between1And3,full,True,False,90000.0,152000.0,90000.0,152000.0
False,Аналитик баз данных,False,False,,,17,Белгород,,136000.0,RUR,True,open,Лимкорм Групп,fullDay,between1And3,full,True,False,,136000.0,,136000.0
False,Data Scientist (Лента онлайн),False,False,7172-7172-supe,"Лента, федеральная розничная сеть, Супермаркет",1,Москва,,,,,open,"Лента, федеральная розничная сеть",remote,between1And3,full,False,False,,,,
False,Data Engineer,False,False,,,78,Самара,50000.0,230000.0,RUR,False,open,АИ Технолоджис,remote,between1And3,full,False,False,50000.0,230000.0,50000.0,230000.0
False,Специалист по работе с нейросетями,False,False,,,1,Москва,,,,,open,Вектор,remote,between1And3,full,True,False,,,,
False,Аналитик BI / Аналитик данных,False,False,,,1,Москва,,150000.0,RUR,False,open,Солди,remote,between1And3,full,False,False,,150000.0,,150000.0
False,Data инженер,False,False,,,1,Москва,300000.0,380000.0,RUR,False,open,МАГНИТ МАРКЕТ,fullDay,between3And6,full,False,False,300000.0,380000.0,300000.0,380000.0
False,Data Analyst,False,False,,,1,Москва,150000.0,,RUR,False,open,Диджитал Лайн,remote,between1And3,full,False,False,150000.0,,150000.0,
False,Аналитик данных (BI),False,False,,,2,Санкт-Петербург,130000.0,,RUR,False,open,ИНТРАТУЛ,fullDay,between3And6,full,True,False,130000.0,,130000.0,
False,Data Analyst,False,False,,,1,Москва,,,,,open,GfK Rus,fullDay,between1And3,full,True,False,,,,
False,Аналитик SQL- Качества данных,False,False,4649269-4649269-bigdata,ГК Иннотех | Большие данные,78,Самара,,,,,open,Т1,remote,between1And3,full,False,False,,,,
False,Аналитик крипто проектов / Crypto Researcher,False,True,,,1,Москва,45000.0,145000.0,RUR,False,open,Кузнецов Вадим Александрович,remote,between1And3,full,False,False,45000.0,145000.0,45000.0,145000.0
False,Аналитик данных,False,False,,,1,Москва,,,,,open,Кочеткова Анна Михайловна,fullDay,between3And6,full,False,False,,,,
False,Специалист по работе с нейросетью в офис,False,False,,,66,Нижний Новгород,25000.0,35000.0,RUR,False,open,Квалитет Трейд,fullDay,noExperience,full,True,False,25000.0,35000.0,25000.0,35000.0
False,Аналитик данных,False,False,4649269-4649269-innoteh,ГК Иннотех | Финтех (Иннотех),1,Москва,,,,,open,Т1,remote,between1And3,full,False,False,,,,
False,Data scientist ML,False,False,,,1,Москва,,,,,open,Ростелеком,remote,between1And3,full,False,False,,,,
False,Аналитик данных,False,False,,,83,Смоленск,,,,,open,Livemaster,remote,between1And3,full,False,False,,,,
False,Аналитик данных,False,False,,,98,Ульяновск,45000.0,80000.0,RUR,False,open,СТК,flexible,between1And3,part,True,False,45000.0,80000.0,45000.0,80000.0
False,Специалист по разметке данных для машинного обучения,False,False,,,66,Нижний Новгород,20000.0,,RUR,False,open,Рокет Проджект,remote,noExperience,part,False,False,20000.0,,20000.0,
False,Аналитик данных,False,True,,,1,Москва,30000.0,400000.0,RUR,False,open,Однокозов Антон,remote,moreThan6,project,False,False,30000.0,400000.0,30000.0,400000.0
False,Дизайнер по работе с нейросетью,False,False,,,32,Иваново (Ивановская область),100000.0,,RUR,False,open,РегионПерсонал,fullDay,between1And3,full,True,False,100000.0,,100000.0,
False,Promt инженер/Специалист по нейросетям,False,False,,,41,Калининград,,,,,open,Битрикс24,remote,between1And3,full,False,False,,,,
False,Аналитик данных,False,False,,,3,Екатеринбург,,,,,open,Банк Синара,fullDay,between1And3,full,False,False,,,,
False,Data Scientist (Python),False,False,,,1,Москва,,,,,open,Аналитический центр при Правительстве Российской Федерации,fullDay,between3And6,full,True,False,,,,
False,Machine Learning Engineer,False,False,,,96,Ижевск,300000.0,500000.0,RUR,False,open,ЭДС,fullDay,between3And6,full,True,False,300000.0,500000.0,300000.0,500000.0
False,Аналитик данных POWER BI,False,False,,,4,Новосибирск,100000.0,140000.0,RUR,False,open,ВЭД Агент,fullDay,between1And3,full,True,False,100000.0,140000.0,100000.0,140000.0
False,Бухгалтер-экономист / Экономист-аналитик / Аналитик данных,False,False,,,2,Санкт-Петербург,80000.0,,RUR,False,open,GameSport,fullDay,between1And3,full,True,False,80000.0,,80000.0,
False,Аналитик данных (железнодорожный транспорт),False,False,,,1,Москва,,,,,open,Правительство Москвы,fullDay,noExperience,full,True,False,,,,
False,Разработчик базы данных / Data engineer,False,False,,,19,Брянск,70000.0,,RUR,False,open,IT Pro,fullDay,between1And3,full,False,False,70000.0,,70000.0,
False,Data analyst,False,False,,,3,Екатеринбург,,,,,open,Про-Деньги,remote,between1And3,full,False,False,,,,
False,Аналитик данных,False,False,,,35,Иркутск,,,,,open,Восточная горнорудная компания,remote,between1And3,full,False,False,,,,
False,Аналитик обработки данных,False,False,,,1,Москва,90000.0,,RUR,False,open,Ритейл Эксперт,fullDay,between1And3,full,True,False,90000.0,,90000.0,
False,"Аналитик данных MS Excel,Google таблицы, BI",False,False,,,4,Новосибирск,80000.0,,RUR,False,open,CompEco,fullDay,between1And3,full,False,False,80000.0,,80000.0,
False,Аналитик power bi / Data Analyst,False,False,,,1,Москва,,130000.0,RUR,False,open,Globaldrive,fullDay,between1And3,full,True,False,,130000.0,,130000.0
False,Data Engineer/Data Analyst (удаленная работа),False,False,,,1,Москва,200000.0,350000.0,RUR,False,open,Excdev,remote,between3And6,full,False,False,200000.0,350000.0,200000.0,350000.0
False,Senior Machine Learning Engineer,False,False,,,4,Новосибирск,350000.0,570000.0,RUR,True,open,Аппарат,fullDay,between3And6,full,True,False,350000.0,570000.0,350000.0,570000.0
False,"Менеджер по продажам, удаленно (клиенты инвесторы) в Realiste AI",False,False,,,1,Москва,,25000.0,USD,False,open,Реалист,remote,between3And6,full,False,False,,,,25000.0
False,ML/DL Research Engineer (IoT Sber Labs),False,False,3529-3529-prof,Сбер для экспертов,1,Москва,,,,,open,СБЕР,fullDay,between3And6,full,False,False,,,,
False,Аналитик данных/Data analyst (фармацевтическое направление),False,False,,,1,Москва,,140000.0,RUR,False,open,KONNEKTU,fullDay,between1And3,full,True,False,,140000.0,,140000.0
False,Аналитик данных,False,False,,,4,Новосибирск,,,,,open,Восточная горнорудная компания,remote,between1And3,full,False,False,,,,
False,Младший аналитик данных (Junior Data Analyst),False,False,3529-3529-prof,Сбер для экспертов,1,Москва,,,,,open,СБЕР,fullDay,noExperience,full,False,False,,,,
False,"Аналитик-исследователь, удаленно",False,False,816144-816144-office,ВкусВилл. Офис,1,Москва,,,,,open,ВкусВилл,remote,between1And3,full,False,False,,,,
False,Junior Data Engineer,False,False,3529-3529-data,Сбер. Data Science,1,Москва,,,,,open,СБЕР,fullDay,noExperience,full,False,False,,,,
False,Data scientist / Аналитик данных HR-проектов,False,False,,,1,Москва,,,,,open,ЭКОПСИ Консалтинг,flexible,noExperience,full,True,False,,,,
False,Data Analyst,False,False,,,2,Санкт-Петербург,,,,,open,StudyWorld,fullDay,between1And3,full,True,False,,,,
False,Junior Data Analyst,False,False,3529-3529-data,Сбер. Data Science,1,Москва,,,,,open,СБЕР,fullDay,between1And3,full,False,False,,,,
False,Junior Data-Scientist в лабораторию нейронаук и поведения человека в Сбер,False,False,3529-3529-prof,Сбер для экспертов,1,Москва,,,,,open,СБЕР,fullDay,between1And3,full,False,False,,,,
False,Стажер Data Scientist,False,False,3529-3529-prof,Сбер для экспертов,1,Москва,,,,,open,СБЕР,fullDay,noExperience,full,False,False,,,,
False,Аналитик данных,False,False,3529-3529-prof,Сбер для экспертов,72,Пермь,84000.0,,RUR,True,open,СБЕР,fullDay,between1And3,full,True,False,84000.0,,84000.0,
False,Аналитик данных,False,False,3529-3529-prof,Сбер для экспертов,66,Нижний Новгород,,,,,open,СБЕР,fullDay,between1And3,full,False,False,,,,
False,Старший юрист (MTS AI),False,False,mts-3776-main,«МТС» ,1,Москва,,,,,open,МТС,fullDay,between3And6,full,True,False,,,,
False,Junior Data Analyst,False,False,,,1,Москва,,,,,open,"РЕСО-Гарантия, САО",fullDay,noExperience,full,True,False,,,,
False,Стажер-аналитик (Модель данных ЦКР),False,False,3529-3529-it,Сбер. IT,2,Санкт-Петербург,,50000.0,RUR,True,open,СБЕР,fullDay,noExperience,probation,False,False,,50000.0,,50000.0
False,AI Engineer // ИИ инженер в международную Startup-студию (Remote),True,True,,,1,Москва,2000.0,4000.0,USD,False,open,Гусев Владимир Юрьевич,fullDay,moreThan6,full,False,False,,,2000.0,4000.0
False,Аналитик данных отдела продаж,False,False,,,92,Тула,70000.0,,RUR,False,open,СервисКлауд,fullDay,between1And3,full,True,False,70000.0,,70000.0,
False,Data Analyst,False,False,3529-3529-prof,Сбер для экспертов,3,Екатеринбург,,,,,open,СБЕР,fullDay,between1And3,full,False,False,,,,
False,Аналитик данных CRM,False,False,,,87,Тамбов,30000.0,30000.0,RUR,False,open,Джусап,remote,noExperience,full,False,False,30000.0,30000.0,30000.0,30000.0
False,Junior Data/ML-инженер,False,False,,,99,Уфа,60000.0,,RUR,False,open,"ОЙЛТИМ, Компания",fullDay,noExperience,full,True,False,60000.0,,60000.0,
False,Младший аналитик данных (Группа аналитики данных),True,False,,,2,Санкт-Петербург,,,,,open,ЦРПТ (Центр развития перспективных технологий),fullDay,noExperience,full,False,False,,,,
False,Аналитик данных,False,False,,,1,Москва,,,,,open,Bayer,fullDay,noExperience,full,True,False,,,,
False,Аналитик данных / Data Analyst,False,False,,,1,Москва,,,,,open,Okkam,flexible,between1And3,full,True,False,,,,
False,Data Analyst,False,False,,,76,Ростов-на-Дону,,,,,open,TradingView,flexible,between1And3,full,True,False,,,,
False,Аналитик данных в команду цифрового маркетинга,False,False,,,1,Москва,,,,,open,Райффайзен Банк,fullDay,between1And3,full,False,False,,,,
False,Analyst/Researcher,False,False,,,1,Москва,95000.0,95000.0,RUR,True,open,GfK Rus,fullDay,between1And3,full,True,False,95000.0,95000.0,95000.0,95000.0
False,Product Manager в Центр Искусственного интеллекта Сбера,False,False,3529-3529-prof,Сбер для экспертов,1,Москва,,,,,open,СБЕР,fullDay,between3And6,full,True,False,,,,
False,Специалист искусственного интеллекта и нейросетей,False,False,,,2045,Ногинск,50000.0,,RUR,False,open,Чижовская Марина,fullDay,noExperience,full,True,False,50000.0,,50000.0,
False,Аналитик Данных,False,False,3529-3529-it,Сбер. IT,1,Москва,,,,,open,СБЕР,fullDay,between1And3,full,True,False,,,,
False,AI-тренер / Тренер искусственного интеллекта,False,False,mts-3776-main,«МТС» ,1,Москва,,,,,open,МТС,remote,between1And3,full,True,False,,,,
False,Data Engineer (Рекомендательная система),False,False,3529-3529-it,Сбер. IT,1,Москва,,,,,open,СБЕР,fullDay,between1And3,full,False,False,,,,
False,"Аналитик данных / Data scientist, удаленно",False,False,816144-816144-office,ВкусВилл. Офис,1,Москва,,,,,open,ВкусВилл,remote,between1And3,full,False,False,,,,
False,Аналитик данных (SQL),False,False,,,1,Москва,,,,,open,WILDBERRIES,fullDay,between1And3,full,True,False,,,,
False,Data engineer (Удаленно),False,False,,,1,Москва,100000.0,,RUR,False,open,CommerceChamp,remote,between1And3,full,False,False,100000.0,,100000.0,
False,Специалист / помощник по работе с искусственным интеллектом,False,False,,,1,Москва,10000.0,,RUR,True,open,Супер-Пупс,remote,between1And3,part,False,False,10000.0,,10000.0,
False,Аналитик данных / Бизнес аналитик / Data Analyst,False,False,,,66,Нижний Новгород,60000.0,,RUR,True,open,DEERAY,fullDay,between1And3,full,True,False,60000.0,,60000.0,
False,Системный администратор в отдел ML (удаленно),False,False,,,3,Екатеринбург,,,,,open,СкайДНС,remote,between1And3,full,False,False,,,,
False,Аналитик данных по клиентской и продуктовой аналитике,False,False,,,1,Москва,,,,,open,HOLODILNIK.RU,remote,between1And3,full,False,False,,,,
False,ML-инженер,False,False,,,1,Москва,,,,,open,RUTUBE,fullDay,noExperience,full,True,False,,,,
False,Аналитик данных / стажер,False,False,4496-4496-stud,МТС Банк. Начало Карьеры,1,Москва,,,,,open,МТС Финтех,fullDay,noExperience,probation,True,False,,,,
False,Аналитик данных,False,False,,,2,Санкт-Петербург,,,,,open,Медико-фармацевтический дистрибьютор,fullDay,between1And3,full,True,False,,,,
False,Аналитик данных,False,False,,,1,Москва,,,,,open,Умскул,remote,between1And3,full,False,False,,,,
False,Аналитик данных,False,False,,,1,Москва,,,,,open,OneTwoTrip,flexible,between1And3,full,False,False,,,,
False,Fullstack-разработчик команды препродуктизации и спецпроектов в сфере ML,False,False,3529-3529-prof,Сбер для экспертов,1,Москва,,,,,open,СБЕР,flexible,between3And6,full,False,False,,,,
False,Инженер по данным (Data engineer),False,False,,,1,Москва,,,,,open,Ростелеком Информационные Технологии,remote,between3And6,full,False,False,,,,
False,Ассистент с акцентом на нейросети и визуализации,False,False,,,1,Москва,,40000.0,RUR,False,open,Past Indicator,flexible,noExperience,full,False,False,,40000.0,,40000.0
False,Аналитик баз данных/Менеджер по оперативной отчетности,False,False,,,1,Москва,,,,,open,X5 Tech,fullDay,between3And6,full,False,False,,,,
False,Data Engineer,False,False,,,1,Москва,,,,,open,Digex Co,fullDay,noExperience,full,False,False,,,,
False,Senior AI- Trainer/ AI- тренер,False,False,3529-3529-prof,Сбер для экспертов,1,Москва,,,,,open,СБЕР,fullDay,between1And3,full,False,False,,,,
False,Специалист по внедрению Искусственного интеллекта на производстве,False,False,,,1,Москва,200000.0,,RUR,False,open,Сервис ЭПУ,fullDay,between3And6,full,False,False,200000.0,,200000.0,
False,Аналитик-исследователь (кабинетные исследования),False,False,,,2,Санкт-Петербург,90000.0,,RUR,False,open,1Капиталь,remote,between1And3,full,False,False,90000.0,,90000.0,
