premium,name,department_id,department_name,area_id,area_name,has_test,response_letter_required,salary_from,salary_to,salary_currency,salary_gross,type_id,employer_name,schedule_id,experience_id,employment_id,is_address,is_insider_interview
False,Data Scientist (middle),,,1,Москва,False,False,,,,,open,Rambler Group,fullDay,between1And3,full,True,False
False,Data Analyst / DWH Analyst,,,1,Москва,False,False,,,,,open,BelkaCar,remote,between1And3,full,True,False
False,Team Lead Data Scientist в Контур.Фокус,,,2,Санкт-Петербург,False,False,,,,,open,СКБ Контур,flexible,moreThan6,full,False,False
False,Аналитик данных,,,1,Москва,False,False,,,,,open,ГБУ МО МОМИАЦ,fullDay,between3And6,full,False,False
False,Senior Data Engineer,,,26,Воронеж,False,False,,,,,open,DataArt,fullDay,between3And6,full,True,False
False,Аналитик данных (middle),3529-3529-prof,Сбер для экспертов,24,Волгоград,False,False,,,,,open,Сбербанк,fullDay,noExperience,full,True,False
False,Data Analyst (Marketing),,,1002,Минск,False,False,,,,,open,Melsoft Games,flexible,between3And6,full,True,False
False,Data Engineer,2343-2343-it,"Компания «СПОРТМАСТЕР», SM Lab",1,Москва,False,False,,,,,open,Спортмастер,fullDay,between3And6,full,False,False
False,Machine Learning Engineer,,,1002,Минск,False,False,,,,,open,BP Mobile,fullDay,between3And6,full,False,False
False,Data scientist (аналитик/ моделист),,,1,Москва,False,False,,,,,open,Star-staff,fullDay,between1And3,full,True,False
